status	isa	module	addr	asm_lines	name	note
1	thumb	code_8010F10	0x08016068	44	sub_8016068	✅ 2026-09-02 qwen: gPartyMemberIds[arg0]!=0xFF → DmaCopy32+DmaCopy16(规则55宏); K&R定义保 void() 原型(SceneBg_Reload 无参调用靠 r0 残留); 新登记 gUnk_0809E4E4@0x0809E4E4; fncheck OK 100B; 全ROM绿
1	thumb	code_8010F10	0x080160cc	15	sub_80160CC	✅ 2026-09-02 qwen: 2×LZ77UnCompWram(gUnk_087EB2E0[11],0x02020000)+(0x080A0B58,0x02020800); 修复他人嵌套注释(/* extern */ 提前闭合致 TU 编译崩); fncheck OK 40B; 全ROM绿
1	thumb	code_8010F10	0x080160f4	52	sub_80160F4	
1	thumb	code_8010F10	0x08016178	67	sub_8016178	✅ 2026-09-02 qwen: 按 arg0 算 rows/cols 夹取(10/15) 后向 VRAM 0x02005800 填 0xB001 边框(嵌套循环); 原型 void()→void(u16) 无调用方; fncheck OK 124B
1	thumb	code_8010F10	0x080161f4	43	sub_80161F4	✅ 2026-09-02 qwen: arg0-- 后 <<2, 向 VRAM 填 4 个 (0xB240+gUnk_08098308[arg0+i]); K&R定义保 void() 原型(MenuHp_Update 传3参); 新登记 gUnk_08098308; fncheck OK 88B
1	thumb	code_8010F10	0x0801624c	8	Num_Draw16	
1	thumb	code_8010F10	0x08016260	34	Hud_DrawLv	
1	thumb	code_8010F10	0x080162a8	46	Hud_DrawHp	
1	thumb	code_8010F10	0x08016308	46	Hud_DrawMp	
1	thumb	code_8010F10	0x08016368	54	Text_PutGlyph	✅ 2026-09-01 C: 8×16字形=写dest[0]与dest+0x20两格; palette<<12必须每分支内联(外提2610)/嵌套if不可平铺(905)/tilemap+=0x20不可改下标(1610)/底格+=1与|=1不可统一(规36); fncheck OK 100B
1	thumb	code_8010F10	0x080163cc	47	TextBlocks_Render	
1	thumb	code_8010F10	0x08016424	17	Math_DivLoop	
1	thumb	code_8010F10	0x08016444	11	Msg_ShowEndMark	
1	thumb	code_8010F10	0x08016460	51	Msg_DrawPoolSegment	✅ 2026-09-01 C: 渲染消息池第segIdx段,*p须写三次且dest++写在实参位(提局部会少一条ldrb);终止0xFF不消耗供调用者补右边框0xC9; fncheck OK 96B
1	thumb	code_8010F10	0x080164c0	30	Msg_BuildSegmentIndex	✅ 2026-09-01 C: 每64段建跳转索引; n必须u32(695→270)+首写用*(u32*)addr不复用index变量(→60)+n=0夹在首写与index=之间(→0); fncheck OK 56B
1	thumb	code_8010F10	0x080164f8	7	Msg_Show	
1	thumb	code_8010F10	0x08016508	34	Msg_ShowById	
1	thumb	code_8010F10	0x0801654c	58	Text_WriteOrClear	
1	thumb	code_8010F10	0x080165b8	8	Menu_GetFocus	
1	thumb	code_8010F10	0x080165c8	50	Text_ClearRect	
1	thumb	code_8010F10	0x08016628	46	MenuUi_SetExclusive	
1	thumb	code_8010F10	0x0801667c	22	MenuUi_HideAll	
1	thumb	code_8010F10	0x080166a4	43	Text_DrawChar	
1	thumb	code_8010F10	0x080166fc	45	sub_80166FC	✅ 2026-09-02 opencode: 渲染字符表gUnk_08095828[charId-1]到tilemap 0x02005800; (u8)(charId-1)必须显式u8强转否则-1被fold; dest=x*2+base+y*64顺序定r1/r0分配; 循环逐字Text_PutGlyph上限8; fncheck OK
1	thumb	code_8010F10	0x08016758	68	sub_8016758	
1	thumb	code_8010F10	0x080167d4	17	MenuUi_MoveCursor	
1	thumb	code_8010F10	0x080167f8	26	Party_SlotOfMember	
1	thumb	code_8010F10	0x0801682c	34	SkillMenu_SaveCursor	
1	thumb	code_8010F10	0x08016878	20	ItemUse_Execute	
1	thumb	code_8010F10	0x080168a8	30	ItemUse_SetCtx	
1	thumb	code_8010F10	0x080168ec	30	SkillMenu_RestoreCursor	
1	thumb	code_8010F10	0x08016930	35	SkillMenu_GetSkill	
1	thumb	code_8010F10	0x08016978	26	Inv_FindFirstHeld	
1	thumb	code_8010F10	0x080169ac	32	Inv_FindPrevHeld	
1	thumb	code_8010F10	0x080169ec	21	Inv_FindHeldItemOnPage	✅ 2026-09-01 C: page就地复用存item(多一个qty会把表基址挤到r2,规87);表须真extern数组不能用强转宏(规102,20→0); fncheck OK 40B
1	thumb	code_8010F10	0x08016a14	46	Save_SyncShadow	✅ 2026-09-02 gpnux: 影子缓冲回拷(LoadContinue逆); 关键=do-while i用u32(顶部裸inc§、仅底部(u16)归一化lsls/lsrs) + offset/len用u16(每次inc即归一化) + shadow指针先声明→r5首载; fncheck OK 88B	
1	thumb	code_8010F10	0x08016a6c	26	Inv_SeekFirst	
1	thumb	code_8010F10	0x08016aa0	30	Inv_PrevNonZero	
1	thumb	code_8010F10	0x08016ad4	51	Inv_NextNonZero	
1	thumb	code_8010F10	0x08016b30	67	sub_8016B30	✅ 2026-09-02 op1: 道具挂载上限检查(gPartyMemberIds 前5人 1基id先--, 排除arg0, 数 field_unk[2]==2&&[3]==arg1 对比 gInventory[arg1]); 关键=count=(i=0)链式赋值保两个movs; fncheck 128B 全等; 唯一调用者 sub_800B374 仍未匹配, 原型补 (u8,u8) 无风险
1	thumb	code_8010F10	0x08016bb0	20	SaveUi_OpenLoad	
1	thumb	code_8010F10	0x08016be0	26	Text_WriteChars	
1	thumb	code_8010F10	0x08016c10	16	Text_FillHidden	
1	thumb	code_8010F10	0x08016c2c	12	Text_TileAt	
1	thumb	code_8010F10	0x08016c44	28	sub_8016C44	
1	thumb	code_8010F10	0x08016c88	70	sub_8016C88	✅ 2026-09-02 gpnux: SIO 联机初始化 (IME/IE/RCNT/SIOCNT 序列 + CpuFill32 清 0x130B + 五个缓冲指针); 坑: CpuFill32 必须写在 state=gSioState 之前 (否则 movs/str [sp] 与 ldr r7 顺序反, 差 4B); fncheck 152B OK; 语义名待定: Sio_InitLink (rename_fn.sh 因基线红回滚, 见 INCIDENTS)
0	thumb	code_8010F10	0x08016d24	138	sub_8016D24	⏸ 语义全解 + 结构 ~90% 对 (132 vs 140 指令, 差 61B, 多为寄存器 home 级联)。SIO 联机主循环: 顶部 `sio=(SioMultiCnt*)REG_ADDR_SIOCNT; siocnt=*(u32*)sio;` (一次 32 位读, 跨 bl 存活于 r6) → switch(stage): case0: `mode=siocnt; mode&=0x88;` 若 !=8 直接结束; `si=siocnt; si&=4;` 若 si==0 且 unk_14==0x10 → 临界区 (IME=0 / IE&=0xFF7F / IE|=0x40 / IME=1 / 字节 RMW 清 SIOCNT bit14 / REG_TM3CNT=0xBFC0 / REG_IF=0xC0 / isParent=mode) → stage=1 并 **fallthrough**; case1: unk_2!=0 时 unk_8<=7 则 ++ 否则 stage=2 → **fallthrough**; case2: `sub_8016E80(arg0)`; default 什么都不做。末尾 `counter++` 后拼状态字返回: `status = (isParent==8?0x80:0) | unk_3 | (unk_2<<8)`; `if (errorFlags) status |= 0x1000`; `extra = (unk_8>>3)<<15`; `if (((siocnt>>4)&3) > 1) return 0x4000|extra|status; return status|extra;`。已验证的关键写法 (224B→61B): ① **`x = v; x &= K;` 先拷贝再掩码** (照 Bg0_InitClear 的 `d &= ~3; d &= ~0xC;` 家族风格) 才出目标那两条 `adds r4,r6,#0 / adds r0,r6,#0`; ② **SIOCNT 高位字节清位必须经 s32 临时量** (`tmp=*(vu8*)(REG_ADDR_SIOCNT+1); tmp&=~0x40; *(vu8*)(...)=tmp;`) —— 直接对 vu8 写 `&= ~0x40` 会被折成 `movs #0xbf`, 经 int 临时量才产出目标的 `movs r0,#0x41; rsbs r0,r0,#0; ands` (arm_split_constant 拆负常量); ③ isParent 位必须写成 **三元表达式** `(?0x80:0) | ...` 才有目标的双分支各算一遍 OR 链; ④ arg0 在目标里落 `ip`(r12) 而非 callee-saved。未破的 4 处: (a) ID 提取目标是 `lsls r0,r6,#0x1a; lsrs r0,r0,#0x1e` (u32 位域/双移位形状), 而 `(siocnt>>4)&3` 一律折成 `lsrs #4; movs #3; ands` —— 疑似需要一个 **u32 容器的位域视图** (SioMultiCnt 是 u16 容器, 换它会触发重载); (b) 目标 `adds r2,r0,#0` 把三元结果再拷进 status 累加器, 我的被 CSE 合并; (c) 目标尾部 `ldr r1,=gUnk_03004DF0` 后 `adds r7,r1,#0` 的第二份 state 基址拷贝; (d) 由此级联的 r2/r3/r6/r7 全排列。候选: permuter/sub_8016D24/base.c (61B); 定量诊断法见 RULES 规则 117, 兼职法见规则 87/120 |
1	thumb	code_8010F10	0x08016e30	38	Sio_BuildPacket	
1	thumb	code_8010F10	0x08016e80	87	sub_8016E80	✅ 2026-09-02 gpnux: SIO 收包; 三处变量兼职还原 home (交换临时量=packet 本身 / 循环用 st=state 第二伪寄存器 / i=0 独立语句), 末尾 return gSioState[3] 还原多出的 ldrb; CpuCopy32+CpuFill32 宏出 0x04000006/0x05000006; fncheck 176B OK
1	thumb	code_8010F10	0x08016f30	71	sub_8016F30	
1	thumb	code_8010F10	0x08016fc0	129	sub_8016FC0	✅ 2026-09-02 gpnux: Multi-SIO 串行IRQ; 收FEFE同步头+unk_18>0xD即复位并交换收发双缓冲, 按unk_14/unk_18推进SIODATA8发送与unk_24[2][16]接收矩阵, 主机拉SIO Start位+启TM3; 新注册gSioState结构化别名gUnk_03004DF0(Unk_03004DF0类型, iwram.h); 寄存器必须按SioMultiCnt双u16视图(非volatile)访问出[base,#2]形状, vSioMultiCnt/io.h分开宏均改码型; fncheck 252B OK
1	thumb	code_8010F10	0x080170bc	10	Sio_SetReady	
1	thumb	code_8010F10	0x080170d0	34	Sio_Shutdown	
0	thumb	code_8010F10	0x08017120	99	sub_8017120	
0	thumb	code_8010F10	0x080171e4	467	sub_80171E4	
1	thumb	code_8010F10	0x08017588	26	Sio_IsHost	
1	thumb	code_8010F10	0x080175c0	29	sub_80175C0	✅ 2026-09-02 opencode: SIO槽清零; CpuFill32(0,&gSioSession,0x60)+循环清unk18[2]前4字节; 零常量需先入独立变量令movs r1,#0最先(规则103); fncheck OK
1	thumb	code_8010F10	0x08017600	14	Sio_SetXferCtx	
1	thumb	code_8010F10	0x0801761c	17	Sio_ClearSlot	
1	thumb	code_8010F10	0x08017640	42	sub_8017640	✅ 2026-09-02 opencode: memcpy变体(字计数, 总长度count*4); (dst|src)&3对齐走逐字ldm/stm否则逐字节; void*参数+函数顶声明u8*d/s令dst→r3/src→r4 home正确; count=count*4;count--两句分开得lsls r2,r2,#2;subs r2,#1(规则104); fncheck OK	
0	thumb	code_8010F10	0x0801768c	130	sub_801768C	
0	thumb	code_8010F10	0x080177ac	933	BattleTask_Run	
0	thumb	code_8010F10	0x08017fa4	91	sub_8017FA4	
0	thumb	code_8010F10	0x08018070	266	sub_8018070	
0	thumb	code_8010F10	0x080182a8	258	sub_80182A8	
0	thumb	code_8010F10	0x080184a8	254	sub_80184A8	
1	thumb	code_8010F10	0x0801869c	68	sub_801869C	✅ 2026-09-03 gpnux: 跳表0-16全补+Bgm_Play分支独立调用, 168B exact	
1	thumb	code_8010F10	0x08018744	6	sub_8018744	
1	thumb	code_8010F10	0x08018750	30	sub_8018750	✅ 2026-09-02 qwen: 扫 gUnk_080936A0 计 0xFF 至 >0x128, gGstate340=&表[offset]; 0x03000340=gGstate340(复用); 新登记 gUnk_080936A0; fncheck OK 60B
1	thumb	code_8010F10	0x0801878c	5	sub_801878C	
1	thumb	code_8010F10	0x08018798	8	sub_8018798	
1	thumb	code_8010F10	0x080187a8	5	sub_80187A8	
1	thumb	code_8010F10	0x080187b4	5	sub_80187B4	
1	thumb	code_8010F10	0x080187c0	9	sub_80187C0	
1	thumb	code_8010F10	0x080187d4	9	sub_80187D4	
1	thumb	code_8010F10	0x080187e8	5	sub_80187E8	
1	thumb	code_8010F10	0x080187f4	5	sub_80187F4	
1	thumb	code_8010F10	0x08018800	5	ListNode_Init	
1	thumb	code_8010F10	0x0801880c	5	ListNode_InitKey	
1	thumb	code_8010F10	0x08018818	18	ListNode_InsertSorted	
1	thumb	code_8010F10	0x08018838	5	sub_8018838	
1	thumb	code_8010F10	0x08018844	14	Rng_LcgNext	
1	thumb	code_8010F10	0x08018864	4	GetObjPool	
1	thumb	code_8010F10	0x0801886c	4	GetCtx_0248	
1	thumb	code_8010F10	0x08018874	4	GetBuf_37410	
1	thumb	code_8010F10	0x0801887c	14	sub_801887C	
1	thumb	code_8010F10	0x0801889c	14	sub_801889C	
1	thumb	code_8010F10	0x080188bc	50	sub_80188BC	✅ 2026-09-02 opencode: 按键轮询+前沿检测; s8倒计时(减后经临时变量重读内存才生成ldrsb); readkeys/clear/tail三标签goto控布局; 新符号gUnk_03000310=当前按键缓冲; fncheck OK
0	thumb	code_8010F10	0x08018928	147	sub_8018928	
0	thumb	code_8010F10	0x08018a58	184	sub_8018A58	
0	thumb	code_8010F10	0x08018bf8	196	sub_8018BF8	
1	thumb	code_8010F10	0x08018d9c	66	sub_8018D9C	✅ 2026-09-02 op1: tilemap 0x221/0x241 项按 gGstate324 bit14 选边框/空图块; p/q 双基址(020352C0/2)+首项缓存 idx=0x221; 首候选 fncheck 152B 全等 (bytecmp 4B 差=bl槽)
1	thumb	code_8010F10	0x08018e34	54	sub_8018E34	✅ 2026-09-05 opencode: 具名 u8 ret + if/else-if 链(非早返) 令尾段 base→r1/单出口合并(破 global-alloc 域判定); 查表语义+寄存器使用; fncheck OK 116B
0	thumb	code_8010F10	0x08018ea8	139	sub_8018EA8	
0	thumb	code_8010F10	0x08018fc0	192	sub_8018FC0	
1	thumb	code_8010F10	0x08019148	60	Bg0_InitClear	
0	thumb	code_8010F10	0x080191cc	168	sub_80191CC	
1	thumb	code_8010F10	0x08019304	29	DialogCtx_Clear3	
0	thumb	code_8010F10	0x0801933c	479	sub_801933C	
1	thumb	code_8010F10	0x080196d4	58	sub_80196D4	✅ 2026-09-04 claude-196d4: 关键=用 gDialogCtx[index].field 直写(非p指针), 每次重算地址→CSE出off(r4)/base(r6), 寄存器压力逼arg4溢出[sp]+arg5-8提升r8/sb/sl/ip; struct field_E改u16(strh@0xE); fndiff逐指令全等	
1	thumb	code_8010F10	0x08019748	30	DialogCtx_SetPair	
0	thumb	code_8010F10	0x08019784	296	sub_8019784	
0	thumb	code_8010F10	0x080199e0	117	sub_80199E0	
0	thumb	code_8010F10	0x08019ad0	95	sub_8019AD0	
0	thumb	code_8010F10	0x08019b98	294	sub_8019B98	
1	thumb	code_8010F10	0x08019df8	6	BattleUiFlag_Clear	
1	thumb	code_8010F10	0x08019e04	9	BattleUiFlag_Set	
1	thumb	code_8010F10	0x08019e18	5	BattleUiFlag_Get	
1	thumb	code_8010F10	0x08019e24	9	BattleUiFlag_Reset	
1	thumb	code_8010F10	0x08019e38	9	Disp_ObjOff	
1	thumb	code_8010F10	0x08019e4c	9	Disp_ObjOn	
1	thumb	code_8010F10	0x08019e60	49	sub_8019E60	✅ 2026-08-31 pi: attr 未初始化局部(规则58) + 单个 tmp 双用 + do{}while(0) 屏障(规则59) + 基址用字面量(规则32); 108B fncheck OK
1	thumb	code_8010F10	0x08019ecc	9	Disp_Bg1Off	
1	thumb	code_8010F10	0x08019ee0	19	DialogCtx_SetHead	
1	thumb	code_8010F10	0x08019f08	60	sub_8019F08	✅ 2026-09-02 opencode: tilemap区域改写(u16 tile&0xFC00+addVal); 起始&tilemap[startRow*32+startCol]+双重循环+w/height; key=指针u16*p;u8 col;u8 row声明序定r5/r6 home(p先声才OK); 原型K&R→全原型(u16*,u16,u8,u8,u8,u8); 调用点传6参无截断; fncheck OK	
0	thumb	code_8010F10	0x08019f78	122	sub_8019F78	
1	thumb	code_8010F10	0x0801a05c	11	DialogCtx_GetField_C	
1	thumb	code_8010F10	0x0801a074	66	BgMap_PalFillRect	✅ K&R声明+定义; 声明顺序col,dst,row定r6/r7 home
1	thumb	code_8010F10	0x0801a0f0	37	DialogCtx_Flush	
1	thumb	code_8010F10	0x0801a13c	6	FlashFlag_Clear	
1	thumb	code_8010F10	0x0801a148	5	FlashFlag_Get	
1	thumb	code_8010F10	0x0801a154	9	FlashFlag_Reset	
1	thumb	code_8010F10	0x0801a168	52	BattleFx_Init	
1	thumb	code_8010F10	0x0801a1dc	26	BattleFx_Stop	
1	thumb	code_8010F10	0x0801a218	38	BattleFx_DispOff	
1	thumb	code_8010F10	0x0801a270	29	sub_801A270	
0	thumb	code_8010F10	0x0801a2ac	30	sub_801A2AC	⏸ 2026-09-03 gpnux: 25变体全差47B; GCC2寄存器分配: 目标 strh r0 保 arg0 于 r0 且 arg0<<16 入 r3, 我方任意写法 lsls r0,#16 就地clobber r0 再 lsrs 恢复; v9/u32最接近; 详情 progress.md
1	thumb	code_8010F10	0x0801a2ec	25	sub_801A2EC	✅ 2026-09-02 qwen: BG tileset 流式解压 gUnk_030004F8<=3 → LZ77UnCompVram(gUnk_087EBDF0[pos], 0x06008000+pos*0x1000); pos++ (全局不缓存→调用后重读); 新登记 ROM 符号 gUnk_087EBDF0@0x087EBDF0 (linker.ld SECTIONS 外); fncheck OK 56B; 全ROM SHA1 绿
1	thumb	code_8010F10	0x0801a324	6	BgLoad_Reset	
1	thumb	code_8010F10	0x0801a330	6	BgLoad_Finish	
1	thumb	code_8010F10	0x0801a33c	5	BgLoad_GetPos	
1	thumb	code_8010F10	0x0801a348	9	sub_801A348	
1	thumb	code_8010F10	0x0801a35c	6	sub_801A35C	
1	thumb	code_8010F10	0x0801a36c	29	BgScrolls_WriteAll	
1	thumb	code_8010F10	0x0801a3a8	14	sub_801A3A8	✅ 2026-09-02 qwen: gUnk_03000500 视作 u16[4][2], arr[arg0][0/1]=arg1/arg2; iwram.h 的 Unk_03000500 是 struct 无 array→用本地 union 转型(否则被 CSE 成单基址+displacement, 目标要两地址+r4); 原型→void(u8,u16,u16); fncheck OK 28B
0	thumb	code_801A3C4	0x0801a3c4	260	sub_801A3C4	
1	thumb	code_801A3C4	0x0801a5ec	75	sub_801A5EC	✅ 2026-09-02 opencode: 0x30字节结构体逐字段拷贝; fncheck OK
1	thumb	code_801A3C4	0x0801a684	54	sub_801A684	
0	thumb	code_801A3C4	0x0801a6f4	195	⏸ CSE把type寄存器替换进case8的常量8, type活到case8体内→落r5(目标r1)级联全函数寄存器错位; 结构100%解, m2c结构(if(type<6){}else if(type>7){if(type!=8){}else{}}else{})已证NE分支可杀替换但布局互换; 详见progress.md §2026-09-05
0	thumb	code_801A3C4	0x0801a884	586	sub_801A884	
0	thumb	code_801A3C4	0x0801ad0c	492	sub_801AD0C	
0	thumb	code_801A3C4	0x0801b0b8	600	sub_801B0B8	
0	thumb	code_801A3C4	0x0801b570	143	sub_801B570	
1	thumb	code_801A3C4	0x0801b688	98	sub_801B688	
1	thumb	code_801A3C4	0x0801b760	24	sub_801B760	
1	thumb	code_801A3C4	0x0801b790	22	sub_801B790	
1	thumb	code_801A3C4	0x0801b7b8	51	sub_801B7B8	
1	thumb	code_801A3C4	0x0801b81c	45	sub_801B81C	
1	thumb	code_801A3C4	0x0801b878	25	sub_801B878	
1	thumb	code_801A3C4	0x0801b8ac	30	sub_801B8AC	
1	thumb	code_801A3C4	0x0801b8e8	12	sub_801B8E8	
1	thumb	code_801A3C4	0x0801b8fc	19	sub_801B8FC	
1	thumb	code_801A3C4	0x0801b920	26	sub_801B920	
1	thumb	code_801A3C4	0x0801b954	3	sub_801B954	
1	thumb	code_801A3C4	0x0801b95c	3	sub_801B95C	
0	thumb	code_801A3C4	0x0801b964	593	sub_801B964	
0	thumb	code_801A3C4	0x0801be34	759	sub_801BE34	
0	thumb	code_801A3C4	0x0801c484	672	sub_801C484	
0	thumb	code_801A3C4	0x0801ca08	202	sub_801CA08	
0	thumb	code_801A3C4	0x0801cba4	368	sub_801CBA4	
0	thumb	code_801A3C4	0x0801ce80	139	sub_801CE80	
0	thumb	code_801A3C4	0x0801cf90	213	sub_801CF90	
1	thumb	code_801A3C4	0x0801d12c	62	sub_801D12C	
1	thumb	code_801A3C4	0x0801d19c	67	sub_801D19C	✅ 2026-09-03 opencode: rule54(>0xA路径无return→r0锁死obj,临时量上移r1/r2)+case5的1..7区间写成嵌套switch(ab)得cmp#7;bgt/#1;blt(if/ab<1会归约成#0;ble); ab用int; u16返; fncheck OK
0	thumb	code_801A3C4	0x0801d214	161	sub_801D214	
0	thumb	code_801A3C4	0x0801d378	120	sub_801D378	
0	thumb	code_801A3C4	0x0801d468	125	sub_801D468	
0	thumb	code_801A3C4	0x0801d568	208	sub_801D568	
0	thumb	code_801A3C4	0x0801d710	315	sub_801D710	
0	thumb	code_801A3C4	0x0801d984	137	sub_801D984	
1	thumb	code_801A3C4	0x0801daa0	74	sub_801DAA0	✅ 2026-09-03 agent_0447: 场景倒计时状态机; permuter平台期30=规则29池假象, bytecmp字节定论; extern上移+原型u32; fncheck 156B OK
0	thumb	code_801A3C4	0x0801db3c	112	sub_801DB3C	
0	thumb	code_801A3C4	0x0801dc20	107	sub_801DC20	
0	thumb	code_801A3C4	0x0801dd04	85	sub_801DD04	
0	thumb	code_801A3C4	0x0801ddb0	70	sub_801DDB0	⏸ 2026-09-04 opencode: 找到byte-exact真身(fncheck OK 148B): 命名符号 `Unk_0839B2D4 *tbl=gUnk_0839B2D4` 触发 arg7 const-as-accumulator(裸地址是 field_8-first 差4B), nv临时做 arg0|=const 的 const-as-accumulator, REG_DISPCNT/REG_WINOUT(0x4a非BLDCNT); 但 gUnk_0839B2D4 符号引用扰动姊妹 sub_8020B54 的 local_alloc 平手(rule116 do-while hack): 714/715 载入 r5/r6 互换; swap源修load却破store序, 屏障把目标推r4, 无法两全; 且 code_0.h 有并发 sub_80455A0/860 改动使 code_8044394.o 已红(非我); 故回退未落地; 候选 permuter/sub_801DDB0/candidates/byte_exact_named_symbol.c; 详情progress
1	thumb	code_801A3C4	0x0801de44	71	sub_801DE44	
0	thumb	code_801A3C4	0x0801dedc	97	sub_801DEDC	
0	thumb	code_801A3C4	0x0801df90	95	sub_801DF90	
0	thumb	code_801A3C4	0x0801e040	202	sub_801E040	
0	thumb	code_801A3C4	0x0801e1d8	151	sub_801E1D8	
0	thumb	code_801A3C4	0x0801e30c	237	sub_801E30C	
0	thumb	code_801A3C4	0x0801e4d4	232	sub_801E4D4	
0	thumb	code_801A3C4	0x0801e690	230	sub_801E690	
0	thumb	code_801A3C4	0x0801e848	273	sub_801E848	
0	thumb	code_801A3C4	0x0801ea70	246	sub_801EA70	
0	thumb	code_801A3C4	0x0801ec3c	130	sub_801EC3C	
0	thumb	code_801A3C4	0x0801ed40	144	sub_801ED40	
1	thumb	code_801A3C4	0x0801ee6c	61	sub_801EE6C	✅ 2026-09-02 opencode: 战斗单位指针字段分支读gUnk_03000744或[0x35]; 调用sub_801B954(&ptr[0xC])+sub_804B7B0(v,u8); 清理bit15; BE==0x77时sub_804B834(...,-11需s32)另5参; fncheck OK	
0	thumb	code_801A3C4	0x0801eee4	628	sub_801EEE4	
0	thumb	code_801A3C4	0x0801f3fc	411	sub_801F3FC	
0	thumb	code_801A3C4	0x0801f76c	104	sub_801F76C	⏸ permuter score 2070(不可达0); 语义全解(arg0[0xbc]状态机: ==1查0xa1/0x99表, ==2直接返1); 差异全为GCC2指令选择: ① 分支极性(beq vs bne) ② S-bit(adds/movs/lsls vs add/mov/lsl) ③ 寄存器分配(r2/r3 vs r1/r2); 最佳C见permuter output-2070-1
0	thumb	code_801A3C4	0x0801f884	209	sub_801F884	
0	thumb	code_801A3C4	0x0801fa10	78	sub_801FA10	
0	thumb	code_801A3C4	0x0801fab8	491	sub_801FAB8	
1	thumb	code_801A3C4	0x0801febc	58	sub_801FEBC	✅ 2026-09-03 opencode: 场景对象滑动参数组设置 (同sub_8020FB8族); 两条RMW拆写→zero提前入r3; p=&field_B0后p-=0x79内嵌进读表达式→subs在ldr后; gUnk_03000620=(dh=0xB4-*p)链式赋值→diff落r1; fncheck OK 132B 1 bl槽; 全ROM SHA1绿
0	thumb	code_801A3C4	0x0801ff40	216	sub_801FF40	
0	thumb	code_801A3C4	0x080200e8	158	sub_80200E8	
0	thumb	code_801A3C4	0x08020228	120	sub_8020228	
0	thumb	code_801A3C4	0x0802031c	391	sub_802031C	
0	thumb	code_801A3C4	0x08020648	176	sub_8020648	
1	thumb	code_801A3C4	0x08020798	5	sub_8020798	
1	thumb	code_801A3C4	0x080207a4	7	sub_80207A4	
1	thumb	code_801A3C4	0x080207b4	19	sub_80207B4	✅ 2026-09-02 qwen: sub_80187B4()&0x20 ? sub_801C484(arg0) : sub_801BE34(arg0); ⚠ 候选注释分支映射反了(写成 set→BE34), 按 bne 目标核对实为 set→C484; fncheck OK 40B(3 bl 槽); 全ROM SHA1 绿
1	thumb	code_801A3C4	0x080207dc	49	sub_80207DC	✅ 2026-09-02 gpnux: 场景对象按field_BE分派三行为(sub_801CBA4/CA08/CE80, 均传(obj,0,f2a,f35,0)); 关键=v不落局部直接obj[0xBE]三次(落局部则ldrb进r1, 直接则进r0+adds r1拷贝); fncheck OK 100B	
1	thumb	code_801A3C4	0x08020840	49	sub_8020840	✅ 2026-09-02 gpnux: sub_80207DC孪生(仅第一/二分派r1常量=0xA/5), 同款"obj[0xBE]不落局部三次直访"; fncheck OK 100B	
1	thumb	code_801A3C4	0x080208a4	54	sub_80208A4	✅ 2026-09-02 opencode: obj-kind 分派 sub_80207DC/840 家族变体; 先 sub_801D12C(obj,0) 再 <=0xA/<=0x70/(u8)(x-0x71)<=0x8D 分派 CBA4(2)/CA08(1)/CE80(2), f2a/f35 内联; 被调 K&R void f() 传5参(第5个上栈); bytecmp 与 target .text 逐字节 0 差(仅 bl 槽); fncheck OK 112B
1	thumb	code_801A3C4	0x08020914	20	sub_8020914	✅ 2026-09-02 qwen: obj[0xBE]<=10 → sub_801CBA4(obj,3,*(u16*)(obj+0x2A),obj[0x35],0) (5参,第5个入栈); 家族同 sub_80207DC/840 调用式; fncheck OK 40B; 全ROM SHA1 绿
1	thumb	code_801A3C4	0x0802093c	31	sub_802093C	
1	thumb	code_801A3C4	0x08020974	41	sub_8020974	
1	thumb	code_801A3C4	0x080209c8	19	sub_80209C8	✅ 2026-09-02 qwen: obj[0xBE]<=6 && *(u16*)(obj+0x88)<=0x1F → +4 且 *(u16*)(obj+0xB0)|=2 (MyStruct 家族 sub_80209EC, 但原型是 u8* 故用裸 cast; +=4 复用 cmp 的 ldrh, +0xB0 复用 +0x88 指针 adds #0x28); fncheck OK 36B; 全ROM SHA1 绿
1	thumb	code_801A3C4	0x080209ec	16	sub_80209EC	
1	thumb	code_801A3C4	0x08020a0c	53	sub_8020A0C	
1	thumb	code_801A3C4	0x08020a7c	26	sub_8020A7C	
1	thumb	code_801A3C4	0x08020ab0	24	sub_8020AB0	
1	thumb	code_801A3C4	0x08020ae4	17	sub_8020AE4	
1	thumb	code_801A3C4	0x08020b04	32	sub_8020B04	
1	thumb	code_801A3C4	0x08020b48	5	sub_8020B48	
1	thumb	code_801A3C4	0x08020b54	28	sub_8020B54	✅ 2026-09-02 opencode: do-while(0)屏障打破local_alloc tiebreak(RULES 25+110); fncheck OK
1	thumb	code_801A3C4	0x08020b90	23	sub_8020B90	
1	thumb	code_801A3C4	0x08020bc0	26	sub_8020BC0	
1	thumb	code_801A3C4	0x08020bf0	30	sub_8020BF0	
1	thumb	code_801A3C4	0x08020c2c	19	sub_8020C2C	
1	thumb	code_801A3C4	0x08020c58	55	sub_8020C58	
1	thumb	code_801A3C4	0x08020cc4	68	sub_8020CC4	
1	thumb	code_8020D50	0x08020d50	39	sub_8020D50	
1	thumb	code_8020D50	0x08020da0	32	sub_8020DA0	
1	thumb	code_8020D50	0x08020de4	6	sub_8020DE4	
1	thumb	code_8020D50	0x08020df0	50	sub_8020DF0	
1	thumb	code_8020D50	0x08020e54	4	sub_8020E54	
1	thumb	code_8020D50	0x08020e5c	5	sub_8020E5C	
