addr,status,kind,module,name,rom_size
0x0801e690,0,,code_801A3C4,sub_801E690,440
0x0801e848,0,,code_801A3C4,sub_801E848,552
0x0801ea70,0,,code_801A3C4,sub_801EA70,460
0x0801ec3c,0,,code_801A3C4,sub_801EC3C,260
0x0801ed40,0,,code_801A3C4,sub_801ED40,300
0x0801ee6c,0,,code_801A3C4,sub_801EE6C,120
0x0801eee4,0,,code_801A3C4,sub_801EEE4,1304
0x0801f3fc,0,,code_801A3C4,sub_801F3FC,880
0x0801f76c,0,,code_801A3C4,sub_801F76C,280
0x0801f884,0,,code_801A3C4,sub_801F884,396
0x0801fa10,0,,code_801A3C4,sub_801FA10,168
0x0801fab8,0,,code_801A3C4,sub_801FAB8,1028
0x0801febc,0,,code_801A3C4,sub_801FEBC,132
0x0801ff40,0,,code_801A3C4,sub_801FF40,424
0x080200e8,0,,code_801A3C4,sub_80200E8,320
0x08020228,0,,code_801A3C4,sub_8020228,244
0x0802031c,0,,code_801A3C4,sub_802031C,812
0x08020648,0,,code_801A3C4,sub_8020648,336
0x08020798,1,,code_801A3C4,sub_8020798,12
0x080207a4,1,,code_801A3C4,sub_80207A4,16
0x080207b4,1,,code_801A3C4,sub_80207B4,40
0x080207dc,0,,code_801A3C4,sub_80207DC,100
0x08020840,0,,code_801A3C4,sub_8020840,100
0x080208a4,0,,code_801A3C4,sub_80208A4,112
0x08020914,1,,code_801A3C4,sub_8020914,40
0x0802093c,1,,code_801A3C4,sub_802093C,56
0x08020974,1,,code_801A3C4,sub_8020974,84
0x080209c8,1,,code_801A3C4,sub_80209C8,36
0x080209ec,1,,code_801A3C4,sub_80209EC,32
0x08020a0c,1,,code_801A3C4,sub_8020A0C,112
0x08020a7c,1,,code_801A3C4,sub_8020A7C,52
0x08020ab0,1,,code_801A3C4,sub_8020AB0,52
0x08020ae4,1,,code_801A3C4,sub_8020AE4,32
0x08020b04,1,,code_801A3C4,sub_8020B04,68
0x08020b48,1,,code_801A3C4,sub_8020B48,12
0x08020b54,0,,code_801A3C4,sub_8020B54,60
0x08020b90,1,,code_801A3C4,sub_8020B90,48
0x08020bc0,1,,code_801A3C4,sub_8020BC0,48
0x08020bf0,1,,code_801A3C4,sub_8020BF0,60
0x08020c2c,1,,code_801A3C4,sub_8020C2C,44
0x08020c58,1,,code_801A3C4,sub_8020C58,108
0x08020cc4,1,,code_801A3C4,sub_8020CC4,140
0x08020d50,1,,code_8020D50,sub_8020D50,80
0x08020da0,1,,code_8020D50,sub_8020DA0,68
0x08020de4,1,,code_8020D50,sub_8020DE4,12
0x08020df0,1,,code_8020D50,sub_8020DF0,100
0x08020e54,1,,code_8020D50,sub_8020E54,8
0x08020e5c,1,,code_8020D50,sub_8020E5C,12
0x08020e68,1,,code_8020D50,sub_8020E68,12
0x08020e74,1,,code_8020D50,sub_8020E74,28
0x08020e90,1,,code_8020D50,sub_8020E90,28
0x08020eac,1,,code_8020D50,sub_8020EAC,28
0x08020ec8,1,,code_8020D50,sub_8020EC8,36
0x08020eec,1,,code_8020D50,sub_8020EEC,28
0x08020f08,1,,code_8020D50,sub_8020F08,68
0x08020f4c,1,,code_8020D50,sub_8020F4C,108
0x08020fb8,1,,code_8020D50,sub_8020FB8,132
0x0802103c,1,,code_8020D50,sub_802103C,40
0x08021064,1,,code_8020D50,sub_8021064,92
0x080210c0,1,,code_8020D50,sub_80210C0,112
0x08021130,1,,code_8020D50,sub_8021130,84
0x08021184,0,,code_8020D50,sub_8021184,304
0x080212b4,0,,code_8020D50,sub_80212B4,616
0x0802151c,0,,code_8020D50,sub_802151C,484
0x08021700,1,,code_8020D50,sub_8021700,136
0x08021788,0,,code_8020D50,sub_8021788,148
0x0802181c,0,,code_8020D50,sub_802181C,272
0x0802192c,0,,code_8020D50,sub_802192C,2860
0x08022458,0,,code_8020D50,sub_8022458,248
0x08022550,0,,code_8020D50,sub_8022550,448
0x08022710,0,,code_8020D50,sub_8022710,2076
0x08022f2c,0,,code_8020D50,sub_8022F2C,400
0x080230bc,0,,code_8020D50,sub_80230BC,612
0x08023320,0,,code_8020D50,sub_8023320,244
0x08023414,0,,code_8020D50,sub_8023414,1036
0x08023820,0,,code_8020D50,sub_8023820,3228
0x080244bc,0,,code_8020D50,sub_80244BC,348
0x08024618,0,,code_8020D50,sub_8024618,208
0x080246e8,0,,code_8020D50,sub_80246E8,312
0x08024820,0,,code_8020D50,sub_8024820,288
0x08024940,0,,code_8020D50,sub_8024940,3020
0x0802550c,1,,code_8020D50,sub_802550C,12
0x08025518,0,,code_8020D50,sub_8025518,288
0x08025638,1,,code_8020D50,sub_8025638,24
0x08025650,0,,code_8020D50,sub_8025650,148
0x080256e4,0,,code_8020D50,sub_80256E4,136
0x0802576c,1,,code_8020D50,sub_802576C,108
0x080257d8,0,,code_8020D50,sub_80257D8,444
0x08025994,0,,code_8020D50,sub_8025994,1044
0x08025da8,0,,code_8020D50,sub_8025DA8,788
0x080260bc,0,,code_8020D50,sub_80260BC,1028
0x080264c0,0,,code_80264C0,sub_80264C0,1228
0x0802698c,0,,code_80264C0,sub_802698C,892
0x08026d08,0,,code_80264C0,sub_8026D08,640
0x08026f88,0,,code_80264C0,sub_8026F88,692
0x0802723c,0,,code_80264C0,sub_802723C,992
0x0802761c,0,,code_80264C0,sub_802761C,324
0x08027760,0,,code_80264C0,sub_8027760,704
0x08027a20,0,,code_80264C0,sub_8027A20,892
0x08027d9c,0,,code_80264C0,sub_8027D9C,764
0x08028098,0,,code_80264C0,sub_8028098,596
0x080282ec,0,,code_80264C0,sub_80282EC,692
0x080285a0,0,,code_80264C0,sub_80285A0,588
0x080287ec,0,,code_80264C0,sub_80287EC,748
0x08028ad8,0,,code_80264C0,sub_8028AD8,1936
0x08029268,0,,code_80264C0,sub_8029268,680
0x08029510,0,,code_80264C0,sub_8029510,628
0x08029784,0,,code_80264C0,sub_8029784,580
0x080299c8,0,,code_80264C0,sub_80299C8,560
0x08029bf8,0,,code_80264C0,sub_8029BF8,1372
0x0802a154,0,,code_80264C0,sub_802A154,1816
0x0802a86c,0,,code_80264C0,sub_802A86C,1368
0x0802adc4,0,,code_80264C0,sub_802ADC4,812
0x0802b0f0,0,,code_80264C0,sub_802B0F0,1304
0x0802b608,0,,code_80264C0,sub_802B608,692
0x0802b8bc,0,,code_80264C0,sub_802B8BC,616
0x0802bb24,0,,code_80264C0,sub_802BB24,624
0x0802bd94,0,,code_80264C0,sub_802BD94,856
0x0802c0ec,0,,code_80264C0,sub_802C0EC,932
0x0802c490,0,,code_80264C0,sub_802C490,644
0x0802c714,0,,code_80264C0,sub_802C714,724
0x0802c9e8,0,,code_80264C0,sub_802C9E8,1192
0x0802ce90,0,,code_80264C0,sub_802CE90,876
0x0802d1fc,0,,code_80264C0,sub_802D1FC,600
0x0802d454,0,,code_80264C0,sub_802D454,724
0x0802d728,0,,code_80264C0,sub_802D728,848
0x0802da78,0,,code_80264C0,sub_802DA78,908
0x0802de04,0,,code_80264C0,sub_802DE04,472
0x0802dfdc,0,,code_80264C0,sub_802DFDC,600
0x0802e234,0,,code_80264C0,sub_802E234,616
0x0802e49c,0,,code_80264C0,sub_802E49C,556
0x0802e6c8,0,,code_80264C0,sub_802E6C8,1020
0x0802eac4,0,,code_80264C0,sub_802EAC4,788
0x0802edd8,0,,code_80264C0,sub_802EDD8,808
0x0802f100,0,,code_80264C0,sub_802F100,896
0x0802f480,0,,code_80264C0,sub_802F480,600
0x0802f6d8,0,,code_80264C0,sub_802F6D8,788
0x0802f9ec,0,,code_80264C0,sub_802F9EC,1196
0x0802fe98,0,,code_80264C0,sub_802FE98,1028
0x0803029c,0,,code_80264C0,sub_803029C,968
0x08030664,0,,code_80264C0,sub_8030664,844
0x080309b0,0,,code_80264C0,sub_80309B0,600
0x08030c08,0,,code_80264C0,sub_8030C08,404
0x08030d9c,0,,code_80264C0,sub_8030D9C,404
0x08030f30,0,,code_80264C0,sub_8030F30,404
0x080310c4,0,,code_80264C0,sub_80310C4,404
0x08031258,0,,code_80264C0,sub_8031258,404
0x080313ec,0,,code_80264C0,sub_80313EC,404
0x08031580,0,,code_80264C0,sub_8031580,404
0x08031714,0,,code_80264C0,sub_8031714,404
0x080318a8,0,,code_80264C0,sub_80318A8,404
0x08031a3c,0,,code_80264C0,sub_8031A3C,404
0x08031bd0,0,,code_80264C0,sub_8031BD0,404
0x08031d64,0,,code_80264C0,sub_8031D64,404
0x08031ef8,0,,code_80264C0,sub_8031EF8,404
0x0803208c,0,,code_80264C0,sub_803208C,404
0x08032220,0,,code_80264C0,sub_8032220,404
0x080323b4,0,,code_80264C0,sub_80323B4,404
0x08032548,0,,code_80264C0,sub_8032548,484
0x0803272c,0,,code_80264C0,sub_803272C,540
0x08032948,0,,code_80264C0,sub_8032948,1068
0x08032d74,0,,code_80264C0,sub_8032D74,300
0x08032ea0,0,,code_80264C0,sub_8032EA0,1560
0x080334b8,0,,code_80264C0,sub_80334B8,1232
0x08033988,0,,code_80264C0,sub_8033988,1188
0x08033e2c,0,,code_80264C0,sub_8033E2C,1556
0x08034440,0,,code_80264C0,sub_8034440,364
0x080345ac,0,,code_80264C0,sub_80345AC,364
0x08034718,0,,code_80264C0,sub_8034718,400
0x080348a8,0,,code_80264C0,sub_80348A8,852
0x08034bfc,0,,code_80264C0,sub_8034BFC,408
0x08034d94,0,,code_80264C0,sub_8034D94,364
0x08034f00,0,,code_80264C0,sub_8034F00,560
0x08035130,0,,code_80264C0,sub_8035130,560
0x08035360,0,,code_80264C0,sub_8035360,1292
0x0803586c,0,,code_80264C0,sub_803586C,664
0x08035b04,0,,code_80264C0,sub_8035B04,664
0x08035d9c,0,,code_80264C0,sub_8035D9C,664
0x08036034,0,,code_80264C0,sub_8036034,664
0x080362cc,0,,code_80264C0,sub_80362CC,664
0x08036564,0,,code_80264C0,sub_8036564,920
0x080368fc,0,,code_80264C0,sub_80368FC,564
0x08036b30,0,,code_80264C0,sub_8036B30,884
0x08036ea4,0,,code_80264C0,sub_8036EA4,468
0x08037078,0,,code_80264C0,sub_8037078,784
0x08037388,0,,code_80264C0,sub_8037388,1248
0x08037868,0,,code_80264C0,sub_8037868,984
0x08037c40,0,,code_80264C0,sub_8037C40,468
0x08037e14,0,,code_80264C0,sub_8037E14,468
0x08037fe8,0,,code_80264C0,sub_8037FE8,468
0x080381bc,0,,code_80264C0,sub_80381BC,468
0x08038390,0,,code_80264C0,sub_8038390,472
0x08038568,0,,code_80264C0,sub_8038568,484
0x0803874c,0,,code_80264C0,sub_803874C,468
0x08038920,0,,code_80264C0,sub_8038920,868
0x08038c84,0,,code_80264C0,sub_8038C84,448
0x08038e44,0,,code_80264C0,sub_8038E44,480
0x08039024,0,,code_80264C0,sub_8039024,668
0x080392c0,0,,code_80264C0,sub_80392C0,288
0x080393e0,0,,code_80264C0,sub_80393E0,836
0x08039724,0,,code_80264C0,sub_8039724,1300
0x08039c38,0,,code_80264C0,sub_8039C38,52
0x08039c6c,0,,code_80264C0,sub_8039C6C,2060
0x0803a478,0,,code_80264C0,sub_803A478,1112
0x0803a8d0,0,,code_80264C0,sub_803A8D0,1680
0x0803af60,0,,code_80264C0,sub_803AF60,1316
0x0803b484,0,,code_80264C0,sub_803B484,1896
0x0803bbec,0,,code_80264C0,sub_803BBEC,1852
0x0803c328,0,,code_80264C0,sub_803C328,2788
0x0803ce0c,0,,code_80264C0,sub_803CE0C,1024
0x0803d20c,0,,code_80264C0,sub_803D20C,1024
0x0803d60c,0,,code_80264C0,sub_803D60C,2240
0x0803decc,0,,code_80264C0,sub_803DECC,1728
0x0803e58c,0,,code_80264C0,sub_803E58C,1960
0x0803ed34,0,,code_80264C0,sub_803ED34,1256
0x0803f21c,0,,code_80264C0,sub_803F21C,268
0x0803f328,0,,code_80264C0,sub_803F328,284
0x0803f444,0,,code_80264C0,sub_803F444,368
0x0803f5b4,0,,code_80264C0,sub_803F5B4,164
0x0803f658,0,,code_80264C0,sub_803F658,2300
0x0803ff54,0,,code_80264C0,sub_803FF54,600
0x080401ac,0,,code_80264C0,sub_80401AC,1016
0x080405a4,0,,code_80264C0,sub_80405A4,236
0x08040690,0,,code_80264C0,sub_8040690,2136
0x08040ee8,0,,code_80264C0,sub_8040EE8,1056
0x08041308,0,,code_80264C0,sub_8041308,1000
0x080416f0,0,,code_80264C0,sub_80416F0,752
0x080419e0,0,,code_80264C0,sub_80419E0,1276
0x08041edc,0,,code_80264C0,sub_8041EDC,804
0x08042200,0,,code_80264C0,sub_8042200,184
0x080422b8,0,,code_80264C0,sub_80422B8,1228
0x08042784,0,,code_80264C0,sub_8042784,816
0x08042ab4,0,,code_80264C0,sub_8042AB4,220
0x08042b90,0,,code_80264C0,sub_8042B90,736
0x08042e70,0,,code_80264C0,sub_8042E70,1764
0x08043554,0,,code_80264C0,sub_8043554,996
0x08043938,0,,code_80264C0,sub_8043938,548
0x08043b5c,0,,code_80264C0,sub_8043B5C,1076
0x08043f90,0,,code_80264C0,sub_8043F90,1028
0x08044394,1,,code_8044394,sub_8044394,128
0x08044414,1,,code_8044394,sub_8044414,12
0x08044420,1,,code_8044394,sub_8044420,12
0x0804442c,1,,code_8044394,sub_804442C,96
0x0804448c,1,,code_8044394,sub_804448C,12
0x08044498,1,,code_8044394,sub_8044498,12
0x080444a4,1,,code_8044394,sub_80444A4,68
0x080444e8,1,,code_8044394,sub_80444E8,44
0x08044514,1,,code_8044394,sub_8044514,96
0x08044574,1,,code_8044394,sub_8044574,108
0x080445e0,1,,code_8044394,sub_80445E0,8
0x080445e8,0,,code_8044394,sub_80445E8,152
0x08044680,1,,code_8044394,sub_8044680,36
0x080446a4,1,,code_8044394,sub_80446A4,24
0x080446bc,0,,code_8044394,sub_80446BC,108
0x08044728,1,,code_8044394,sub_8044728,4
0x0804472c,1,,code_8044394,sub_804472C,4
0x08044730,1,,code_8044394,sub_8044730,4
0x08044734,1,,code_8044394,sub_8044734,4
0x08044738,1,,code_8044394,sub_8044738,4
0x0804473c,0,,code_8044394,sub_804473C,364
0x080448a8,0,,code_8044394,sub_80448A8,408
0x08044a40,0,,code_8044394,sub_8044A40,1292
0x08044f4c,0,,code_8044394,sub_8044F4C,332
0x08045098,0,,code_8044394,sub_8045098,260
0x0804519c,0,,code_8044394,sub_804519C,396
0x08045328,0,,code_8044394,sub_8045328,176
0x080453d8,1,,code_8044394,sub_80453D8,84
0x0804542c,0,,code_8044394,sub_804542C,120
0x080454a4,0,,code_8044394,sub_80454A4,252
0x080455a0,0,,code_8044394,sub_80455A0,232
0x08045688,0,,code_8044394,sub_8045688,292
0x080457ac,0,,code_8044394,sub_80457AC,180
0x08045860,0,,code_8044394,sub_8045860,224
0x08045940,0,,code_8044394,sub_8045940,208
0x08045a10,0,,code_8044394,sub_8045A10,100
0x08045a74,0,,code_8044394,sub_8045A74,284
0x08045b90,1,,code_8044394,sub_8045B90,100
0x08045bf4,0,,code_8044394,sub_8045BF4,268
0x08045d00,0,,code_8044394,sub_8045D00,440
0x08045eb8,0,,code_8044394,sub_8045EB8,88
0x08045f10,0,,code_8044394,sub_8045F10,132
0x08045f94,0,,code_8044394,sub_8045F94,204
0x08046060,0,,code_8044394,sub_8046060,204
0x0804612c,0,,code_8044394,sub_804612C,240
0x0804621c,0,,code_8044394,sub_804621C,200
0x080462e4,1,,code_8044394,sub_80462E4,412
0x08046480,0,,code_8044394,sub_8046480,216
0x08046558,0,,code_8044394,sub_8046558,276
0x0804666c,0,,code_8044394,sub_804666C,132
0x080466f0,0,,code_8044394,sub_80466F0,1376
0x08046c50,1,,code_8044394,sub_8046C50,132
0x08046cd4,0,,code_8044394,sub_8046CD4,324
0x08046e18,0,,code_8044394,sub_8046E18,244
0x08046f0c,0,,code_8044394,sub_8046F0C,280
0x08047024,0,,code_8044394,sub_8047024,392
0x080471ac,0,,code_8044394,sub_80471AC,316
0x080472e8,0,,code_8044394,sub_80472E8,596
0x0804753c,0,,code_8044394,sub_804753C,416
0x080476dc,0,,code_8044394,sub_80476DC,1088
0x08047b1c,0,,code_8044394,sub_8047B1C,524
0x08047d28,0,,code_8044394,sub_8047D28,160
0x08047dc8,0,,code_8044394,sub_8047DC8,516
0x08047fcc,0,,code_8044394,sub_8047FCC,288
0x080480ec,0,,code_8044394,sub_80480EC,204
0x080481b8,0,,code_8044394,sub_80481B8,344
0x08048310,0,,code_8044394,sub_8048310,328
0x08048458,0,,code_8044394,sub_8048458,332
0x080485a4,0,,code_8044394,sub_80485A4,236
0x08048690,0,,code_8044394,sub_8048690,212
0x08048764,1,,code_8044394,sub_8048764,24
0x0804877c,1,,code_8044394,sub_804877C,40
0x080487a4,1,,code_8044394,sub_80487A4,40
0x080487cc,1,,code_8044394,sub_80487CC,76
0x08048818,1,,code_8044394,sub_8048818,80
0x08048868,1,,code_8044394,sub_8048868,100
0x080488cc,0,,code_8044394,sub_80488CC,104
0x08048934,1,,code_8044394,sub_8048934,80
0x08048984,1,,code_8044394,sub_8048984,32
0x080489a4,1,,code_8044394,sub_80489A4,36
0x080489c8,1,,code_8044394,sub_80489C8,32
0x080489e8,1,,code_8044394,sub_80489E8,128
0x08048a68,1,,code_8044394,sub_8048A68,32
0x08048a88,1,,code_8044394,sub_8048A88,68
0x08048acc,1,,code_8044394,sub_8048ACC,100
0x08048b30,1,,code_8044394,sub_8048B30,44
0x08048b5c,1,,code_8044394,sub_8048B5C,44
0x08048b88,1,,code_8044394,sub_8048B88,36
0x08048bac,1,,code_8044394,sub_8048BAC,36
0x08048bd0,1,,code_8044394,sub_8048BD0,96
0x08048c30,0,,code_8044394,sub_8048C30,80
0x08048c80,0,,code_8044394,sub_8048C80,108
0x08048cec,1,,code_8044394,sub_8048CEC,84
0x08048d40,1,,code_8044394,sub_8048D40,36
0x08048d64,1,,code_8044394,sub_8048D64,32
0x08048d84,1,,code_8044394,sub_8048D84,32
0x08048da4,0,,code_8044394,sub_8048DA4,360
0x08048f0c,0,,code_8044394,sub_8048F0C,172
0x08048fb8,0,,code_8044394,sub_8048FB8,776
0x080492c0,0,,code_8044394,sub_80492C0,560
0x080494f0,0,,code_8044394,sub_80494F0,704
0x080497b0,0,,code_8044394,sub_80497B0,304
0x080498e0,0,,code_8044394,sub_80498E0,120
0x08049958,0,,code_8044394,sub_8049958,384
0x08049ad8,0,,code_8044394,sub_8049AD8,152
0x08049b70,0,,code_8044394,sub_8049B70,172
0x08049c1c,0,,code_8044394,sub_8049C1C,316
0x08049d58,0,,code_8044394,sub_8049D58,160
0x08049df8,0,,code_8044394,sub_8049DF8,848
0x0804a148,0,,code_8044394,sub_804A148,544
0x0804a368,0,,code_8044394,sub_804A368,1732
0x0804aa2c,0,,code_8044394,sub_804AA2C,228
0x0804ab10,1,,code_8044394,sub_804AB10,48
0x0804ab40,0,,code_8044394,sub_804AB40,144
0x0804abd0,1,,code_8044394,sub_804ABD0,40
0x0804abf8,0,,code_8044394,sub_804ABF8,104
0x0804ac60,1,,code_8044394,sub_804AC60,96
0x0804acc0,0,,code_8044394,sub_804ACC0,100
0x0804ad24,1,,code_8044394,sub_804AD24,48
0x0804ad54,1,,code_8044394,sub_804AD54,12
0x0804ad60,1,,code_8044394,sub_804AD60,128
0x0804ade0,1,,code_8044394,sub_804ADE0,24
0x0804adf8,1,,code_8044394,sub_804ADF8,52
0x0804ae2c,0,,code_8044394,sub_804AE2C,308
0x0804af60,0,,code_8044394,sub_804AF60,288
0x0804b080,0,,code_8044394,sub_804B080,364
0x0804b1ec,1,,code_8044394,sub_804B1EC,12
0x0804b1f8,1,,code_8044394,sub_804B1F8,44
0x0804b224,1,,code_8044394,sub_804B224,100
0x0804b288,0,,code_8044394,sub_804B288,312
0x0804b3c0,0,,code_8044394,sub_804B3C0,152
0x0804b458,1,,code_8044394,sub_804B458,120
0x0804b4d0,0,,code_8044394,sub_804B4D0,156
0x0804b56c,0,,code_8044394,sub_804B56C,232
0x0804b654,0,,code_8044394,sub_804B654,348
0x0804b7b0,0,,code_8044394,sub_804B7B0,132
0x0804b834,0,,code_8044394,sub_804B834,180
0x0804b8e8,0,,code_8044394,sub_804B8E8,132
0x0804b96c,0,,code_8044394,sub_804B96C,504
0x0804bb64,1,,code_8044394,sub_804BB64,120
0x0804bbdc,0,,code_8044394,sub_804BBDC,376
0x0804bd54,0,,code_8044394,sub_804BD54,132
0x0804bdd8,0,,code_8044394,sub_804BDD8,184
0x0804be90,0,,code_8044394,sub_804BE90,132
0x0804bf14,0,,code_8044394,sub_804BF14,504
0x0804c10c,1,,code_8044394,sub_804C10C,120
0x0804c184,1,,code_8044394,sub_804C184,16
0x0804c194,1,,code_8044394,sub_804C194,32
0x0804c1b4,1,,code_8044394,sub_804C1B4,48
0x0804c1e4,1,,code_8044394,sub_804C1E4,48
0x0804c214,1,,code_8044394,sub_804C214,60
0x0804c250,1,,code_8044394,sub_804C250,40
0x0804c278,1,,code_8044394,sub_804C278,40
0x0804c2a0,1,,code_8044394,sub_804C2A0,80
0x0804c2f0,1,,code_8044394,sub_804C2F0,12
0x0804c2fc,1,,code_8044394,sub_804C2FC,104
0x0804c364,1,,code_8044394,sub_804C364,64
0x0804c3a4,1,,code_8044394,sub_804C3A4,64
0x0804c3e4,1,,code_8044394,sub_804C3E4,60
0x0804c420,1,,code_8044394,sub_804C420,60
0x0804c45c,1,,code_8044394,sub_804C45C,124
0x0804c4d8,1,,code_8044394,sub_804C4D8,100
0x0804c53c,1,,code_8044394,sub_804C53C,12
0x0804c548,1,,code_8044394,sub_804C548,112
0x0804c5b8,1,,code_8044394,sub_804C5B8,64
0x0804c5f8,1,,code_8044394,sub_804C5F8,64
0x0804c638,1,,code_8044394,sub_804C638,60
0x0804c674,1,,code_8044394,sub_804C674,60
0x0804c6b0,1,,code_8044394,sub_804C6B0,120
0x0804c728,0,,code_8044394,sub_804C728,100
0x0804c78c,0,,code_8044394,sub_804C78C,260
0x0804c890,0,,code_8044394,sub_804C890,80
0x0804c8e0,0,,code_8044394,sub_804C8E0,212
0x0804c9b4,0,,code_8044394,sub_804C9B4,120
0x0804ca2c,1,,code_8044394,sub_804CA2C,116
0x0804caa0,1,,code_8044394,sub_804CAA0,120
0x0804cb18,1,,code_8044394,sub_804CB18,116
0x0804cb8c,1,,code_8044394,sub_804CB8C,116
0x0804cc00,1,,code_8044394,sub_804CC00,120
0x0804cc78,1,,code_8044394,sub_804CC78,116
0x0804ccec,1,,code_8044394,sub_804CCEC,116
0x0804cd60,1,,code_8044394,sub_804CD60,116
0x0804cdd4,1,,code_8044394,sub_804CDD4,116
0x0804ce48,1,,code_8044394,sub_804CE48,116
0x0804cebc,1,,code_8044394,sub_804CEBC,36
0x0804cee0,0,,code_8044394,sub_804CEE0,536
0x0804d0f8,0,,code_8044394,sub_804D0F8,188
0x0804d1b4,0,,code_8044394,sub_804D1B4,172
0x0804d260,0,,code_8044394,sub_804D260,176
0x0804d310,0,,code_8044394,sub_804D310,144
0x0804d3a0,0,,code_8044394,sub_804D3A0,172
0x0804d44c,0,,code_8044394,sub_804D44C,176
0x0804d4fc,0,,code_8044394,sub_804D4FC,184
0x0804d5b4,0,,code_8044394,sub_804D5B4,340
0x0804d708,0,,code_8044394,sub_804D708,144
0x0804d798,0,,code_8044394,sub_804D798,168
0x0804d840,0,,code_8044394,sub_804D840,180
0x0804d8f4,0,,code_8044394,sub_804D8F4,272
0x0804da04,0,,code_8044394,sub_804DA04,184
0x0804dabc,0,,code_8044394,sub_804DABC,168
0x0804db64,0,,code_8044394,sub_804DB64,192
0x0804dc24,0,,code_8044394,sub_804DC24,180
0x0804dcd8,0,,code_8044394,sub_804DCD8,152
0x0804dd70,1,,code_8044394,sub_804DD70,32
0x0804dd90,1,,code_8044394,sub_804DD90,144
0x0804de20,1,,code_8044394,sub_804DE20,108
0x0804de8c,0,,code_8044394,sub_804DE8C,136
0x0804df14,1,,code_8044394,sub_804DF14,96
0x0804df74,1,,code_8044394,sub_804DF74,100
0x0804dfd8,0,,code_8044394,sub_804DFD8,268
0x0804e0e4,0,,code_8044394,sub_804E0E4,456
0x0804e2ac,0,,code_8044394,sub_804E2AC,1072
0x0804e6dc,0,,code_8044394,sub_804E6DC,144
0x0804e76c,1,,code_8044394,sub_804E76C,128
0x0804e7ec,0,,code_8044394,sub_804E7EC,112
0x0804e85c,0,,code_8044394,sub_804E85C,384
0x0804e9dc,0,,code_8044394,sub_804E9DC,552
0x0804ec04,0,,code_8044394,sub_804EC04,704
0x0804eec4,1,,code_8044394,sub_804EEC4,60
0x0804ef00,1,,code_8044394,sub_804EF00,80
0x0804ef50,1,,code_8044394,sub_804EF50,64
0x0804ef90,1,,code_8044394,sub_804EF90,76
0x0804efdc,0,,code_8044394,sub_804EFDC,116
0x0804f050,1,,code_8044394,sub_804F050,44
0x0804f07c,1,,code_8044394,sub_804F07C,12
0x0804f088,1,,code_8044394,sub_804F088,48
0x0804f0b8,1,,code_804F0B8,sub_804F0B8,84
0x0804f10c,0,,code_804F0B8,sub_804F10C,112
0x0804f17c,0,,code_804F0B8,sub_804F17C,148
0x0804f210,1,,code_804F0B8,SioBattle_ResetState,52
0x0804f244,1,,code_804F0B8,SioBattle_GetState,12
0x0804f250,1,,code_804F0B8,SioBattle_ClearSlots,48
0x0804f280,0,,code_804F0B8,sub_804F280,972
0x0804f64c,0,,code_804F0B8,sub_804F64C,284
0x0804f768,1,,code_804F0B8,Op_RemovePartyMember,144
0x0804f7f8,0,,code_804F0B8,sub_804F7F8,224
0x0804f8d8,0,,code_804F0B8,sub_804F8D8,156
0x0804f974,0,,code_804F0B8,sub_804F974,144
0x0804fa04,0,,code_804F0B8,sub_804FA04,144
0x0804fa94,0,,code_804F0B8,sub_804FA94,144
0x0804fb24,0,,code_804F0B8,sub_804FB24,1264
0x08050014,1,,code_804F0B8,ScriptPump_Run,120
0x0805008c,0,,code_804F0B8,sub_805008C,300
0x080501b8,0,,code_804F0B8,sub_80501B8,636
0x08050434,0,,code_804F0B8,sub_8050434,520
0x0805063c,0,,code_804F0B8,sub_805063C,228
0x08050720,0,,code_804F0B8,sub_8050720,2688
0x080511a0,0,,code_804F0B8,sub_80511A0,144
0x08051230,1,,code_804F0B8,Op_ScriptStop,148
0x080512c4,0,,code_804F0B8,sub_80512C4,220
0x080513a0,0,,code_804F0B8,sub_80513A0,172
0x0805144c,0,,code_804F0B8,sub_805144C,1488
0x08051a1c,1,,code_804F0B8,Op_OpenWindow,208
0x08051aec,0,,code_804F0B8,sub_8051AEC,248
0x08051be4,0,,code_804F0B8,sub_8051BE4,2448
0x08052574,1,,code_804F0B8,Script_GetFlags,12
0x08052580,1,,code_804F0B8,Script_ResetVM,104
0x080525e8,0,,code_804F0B8,sub_80525E8,184
0x080526a0,0,,code_804F0B8,sub_80526A0,136
0x08052728,1,,code_804F0B8,Script_Abort,48
0x08052758,1,,code_804F0B8,BgTiles_LoadSet,40
0x08052780,1,,code_804F0B8,TileDma_Reset,44
0x080527ac,1,,code_804F0B8,sub_80527AC,72
0x080527f4,1,,code_804F0B8,TileDma_GetCtx,20
0x08052808,1,,code_804F0B8,Op_LoadTileGfx,80
0x08052858,1,,code_804F0B8,sub_8052858,32
0x08052878,1,,code_804F0B8,Script_Call,76
0x080528c4,1,,code_804F0B8,nullsub_7,4
0x080528c8,1,,code_804F0B8,Op_DialogSetup,84
0x0805291c,1,,code_804F0B8,Op_CloseWindow,156
0x080529b8,0,,code_804F0B8,sub_80529B8,92
0x08052a14,1,,code_804F0B8,Op_BgmPlay,36
0x08052a38,1,,code_804F0B8,Op_BgmStop,24
0x08052a50,1,,code_804F0B8,Op_BgmVolume,32
0x08052a70,1,,code_804F0B8,Op_BgmFadeIn,28
0x08052a8c,1,,code_804F0B8,Op_BgmFadeOut,28
